Brand,Store Name,Address,City,State,Zipcode,Phone,Latitude,Longitude
McDonald's,McDonald's - Millville,1027 N High St,Millville,NJ,8332,(856) 327-0606,39.408076,-75.03901
McDonald's,McDonald's - St. Cloud,3344 Canoe Creek Rd,St. Cloud,FL,34772,(407) 891-6011,28.196496,-81.293286
McDonald's,McDonald's - Las Cruces,1620 El Paseo Road,Las Cruces,NM,88001,(575) 526-6304,32.293806,-106.76818
McDonald's,McDonald's - Jonesboro,111 E Highland,Jonesboro,AR,72401-5917,(870) 275-7428,35.821111,-90.704841
McDonald's,McDonald's - Houston,12085 Veterans Memorial Drive,Houston,TX,77067,(281) 893-5500,29.959809,-95.477721
McDonald's,McDonald's - Riviera Beach,3551 N Broadway,Riviera Beach,FL,33404,(561) 844-3846,26.790993,-80.054739
McDonald's,McDonald's - Bannockburn,2587 Waukegan Road,Bannockburn,IL,60015,(847) 236-0461,42.199085,-87.86155
McDonald's,McDonald's - Emmett,1335 S Washington,Emmett,ID,83617,(208) 365-1281,43.863313,-116.500629
McDonald's,McDonald's - Delmar,38667 Sussex Highway,Delmar,DE,19940,(302) 846-0105,38.456926,-75.55745
McDonald's,McDonald's - Mead,14118 N Newport Hwy,Mead,WA,99021,(509) 464-1555,47.785715,-117.353085
McDonald's,McDonald's - Baltimore,2107 E Joppa Rd,Baltimore,MD,21234,(410) 668-0346,39.397685,-76.540369
McDonald's,McDonald's - Pullman,400 Stadium Way N,Pullman,WA,99163,(509) 332-8819,46.739599,-117.171213
McDonald's,McDonald's - Brooklyn,1380 Broadway,Brooklyn,NY,11221,(718) 573-8797,40.689106,-73.921887
McDonald's,McDonald's - Baltimore,502 Reisterstown Rd,Baltimore,MD,21208,(410) 484-6261,39.367451,-76.716683
McDonald's,McDonald's - Thomaston,1099 Hwy 19 N,Thomaston,GA,30286,(706) 648-6050,32.92623,-84.334571
McDonald's,McDonald's - Gardena,15810 Crenshaw Blvd,Gardena,CA,90249-4831,(310) 538-5183,33.887127,-118.326218
McDonald's,McDonald's - Terrell,1704 Hwy 34 S,Terrell,TX,75160-5300,(972) 563-3664,32.699396,-96.275618
McDonald's,McDonald's - Yerington,164 W Goldfield,Yerington,NV,89447,(775) 463-1838,38.99408,-119.163587
McDonald's,McDonald's - Pensacola,6935 N 9th Ave,Pensacola,FL,32504-6638,(850) 478-9656,30.496453,-87.189204
McDonald's,McDonald's - Nesquehoning,180 Market St,Nesquehoning,PA,18240,(570) 669-9322,40.86115,-75.818688
McDonald's,McDonald's - Cloverdale,1149 S Cloverdale Blvd,Cloverdale,CA,95425,(707) 894-4588,38.784095,-123.013211
McDonald's,McDonald's - Cheshire,850 S Main St,Cheshire,CT,6410,(203) 272-9002,41.481484,-72.904981
McDonald's,McDonald's - Moreno Valley,24440 Alessandro Blvd,Moreno Valley,CA,92553,(951) 485-2090,33.917732,-117.236389
McDonald's,McDonald's - Cameron,1515 N Bob F Griffin Rd,Cameron,MO,64429,(816) 632-7201,39.752648,-94.216094
McDonald's,McDonald's - Troy,780 Hoosick Rd,Troy,NY,12180,(518) 279-0601,42.747577,-73.637746
McDonald's,McDonald's - Temple,3401 S 31st St,Temple,TX,76504,(254) 742-2649,31.066288,-97.367073
McDonald's,McDonald's - Santa Rosa,1504 Will Rogers Dr,Santa Rosa,NM,88435,(575) 472-3336,34.944317,-104.669558
McDonald's,McDonald's - Anchorage,1320 Huffman Blvd,Anchorage,AK,99515-3566,(907) 345-5932,61.108265,-149.857891
McDonald's,McDonald's - Schaumburg,D201 Woodfield Mall,Schaumburg,IL,60173-5847,(847) 330-0290,42.045844,-88.037199
McDonald's,McDonald's - Grand Haven,1617 S Beacon Blvd,Grand Haven,MI,49417-2613,(616) 846-6666,43.046559,-86.221061
McDonald's,McDonald's - Oregon City,2010 Clackamette Dr,Oregon City,OR,97045,(503) 655-2393,45.368954,-122.60174
McDonald's,McDonald's - Decatur,908 Hwy 380,Decatur,TX,76234,(940) 627-5950,33.231808,-97.596504
McDonald's,McDonald's - Demotte,338 N Halleck,Demotte,IN,46310-9419,(219) 987-7303,41.205935,-87.199341
McDonald's,McDonald's - Bryan,825 West Villa Maria Road,Bryan,TX,77801,(979) 822-3011,30.64622,-96.349785
McDonald's,McDonald's - Omaha,1925 N 72nd St.,Omaha,NE,68134,(402) 390-1179,41.277419,-96.023512
McDonald's,McDonald's - San Antonio,18503 Ih 10 West,San Antonio,TX,78257,(210) 561-9900,29.615513,-98.604634
McDonald's,McDonald's - Cedar Creek,2850 Highway 71 West,Cedar Creek,TX,78612,(512) 247-9993,30.175705,-97.525998
McDonald's,McDonald's - Staten Island,2154 Hylan Blvd,Staten Island,NY,10306,(929) 442-5593,40.577595,-74.102158
McDonald's,McDonald's - Greenville,3702 S Charles Blvd,Greenville,NC,27858,(252) 355-2822,35.567169,-77.35134
McDonald's,McDonald's - Bristol,1102 Volunteer Pky,Bristol,TN,37620,(423) 764-3021,36.573059,-82.193573
McDonald's,McDonald's - Rocky Hill,1994 Silas Deane Hwy,Rocky Hill,CT,6067,(860) 563-1293,41.673532,-72.64572
McDonald's,McDonald's - Concord,90 S Main St,Concord,NH,3301,(603) 224-9819,43.197121,-71.531143
McDonald's,McDonald's - Owensville,504 E Lincoln,Owensville,MO,65066,(573) 437-5437,38.344732,-91.493952
McDonald's,McDonald's - Rockaway,201 Rt 46,Rockaway,NJ,7866,(973) 625-4308,40.891361,-74.513977
McDonald's,McDonald's - Sauk Centre,1210 Timberlane Dr,Sauk Centre,MN,56378,(320) 352-5651,45.723084,-94.950467
McDonald's,McDonald's - Richmond,5520 W Broad St,Richmond,VA,23230,(804) 282-7514,37.588731,-77.501499
McDonald's,McDonald's - Fresno,5645 E Kings Canyon Rd,Fresno,CA,93727-4641,(559) 251-1364,36.736322,-119.697542
McDonald's,McDonald's - Lost Hills,14802 Powers St,Lost Hills,CA,93249,(661) 797-2111,35.615472,-119.660646
McDonald's,McDonald's - Torrance,24650 Crenshaw Blvd,Torrance,CA,90505,(310) 539-4570,33.801244,-118.327572
McDonald's,McDonald's - Overland Park,7124 W 119th St,Overland Park,KS,66213-1116,(913) 338-3011,38.913816,-94.670142
McDonald's,McDonald's - Royal Oak,3300 Rochester Road,Royal Oak,MI,48073-2811,(248) 585-2262,42.519577,-83.138802
McDonald's,McDonald's - Milford,653 North Dupont Highway,Milford,DE,19963-1001,(302) 725-5217,38.918849,-75.441217
McDonald's,McDonald's - Clinton Township,41500 Garfield Rd,Clinton Township,MI,48038,(586) 263-7650,42.601807,-82.951828
McDonald's,McDonald's - Elmhurst,80-03 Queens Blvd,Elmhurst,NY,11373,(718) 478-1204,40.738327,-73.883179
McDonald's,McDonald's - Fredericksburg,5228 Jefferson Davis Hwy,Fredericksburg,VA,22401,(540) 898-0344,38.250237,-77.498198
McDonald's,McDonald's - Bloomington,8030 Nicollet Ave,Bloomington,MN,55420-1230,(952) 888-6844,44.857845,-93.278999
McDonald's,McDonald's - Jacksonville,1441 Hutchinson Dr,Jacksonville,FL,32211,(904) 727-7851,30.342304,-81.54535
McDonald's,McDonald's - Trenton,5316 Ga Hwy 136 W,Trenton,GA,30752,(706) 657-7984,34.868951,-85.514245
McDonald's,McDonald's - Burney,37443 Enterprise Dr,Burney,CA,96013,(530) 335-2844,40.888032,-121.654015
McDonald's,McDonald's - Frankfort,102 Limestone Lane,Frankfort,KY,40601-4314,(502) 227-8096,38.170336,-84.898072
McDonald's,McDonald's - Mattoon,4212 Lakeland Blvd,Mattoon,IL,61938-0787,(217) 258-8333,39.433155,-88.377526
McDonald's,McDonald's - Dallas,705 W Jefferson,Dallas,TX,75208-4926,(214) 946-0000,32.743503,-96.834377
McDonald's,McDonald's - Price,409 E Main St,Price,UT,84501,(435) 637-6825,39.599961,-110.803101
McDonald's,McDonald's - North Liberty,Nec 965&Penn,North Liberty,IA,52241,(319) 665-2230,41.753469,-91.607013
McDonald's,McDonald's - Brookfield,640 S Main St,Brookfield,MO,64628-2341,(660) 258-3373,39.775132,-93.070432
McDonald's,McDonald's - Milton,620 Meridian E,Milton,WA,98354,(253) 942-9177,47.252008,-122.294466
McDonald's,McDonald's - Jefferson City,1425 Missouri Blvd,Jefferson City,MO,65109,(573) 635-5824,38.579066,-92.195242
McDonald's,McDonald's - Bradenton,6708 Manatee Ave W,Bradenton,FL,34209,(941) 794-6227,27.496392,-82.628908
McDonald's,McDonald's - Schaumburg,550 S Roselle Rd,Schaumburg,IL,60193,(847) 891-4740,42.017519,-88.080439
McDonald's,McDonald's - Metairie,3313 Cleary Ave,Metairie,LA,70002-5607,(504) 885-4762,30.005257,-90.172083
McDonald's,McDonald's - Blairsville,10 Resort Plz,Blairsville,PA,15717,(724) 459-8832,40.443126,-79.229589
McDonald's,McDonald's - Dallas,13350 Dallas Pky,Dallas,TX,75240,(972) 661-9004,32.931119,-96.819232
McDonald's,McDonald's - Bloomington,3102 E Empire Street,Bloomington,IL,61704,(309) 661-2004,40.488985,-88.918559
McDonald's,McDonald's - Gurnee,6380 Grand Ave,Gurnee,IL,60031,(847) 855-0229,42.386051,-87.959565
McDonald's,McDonald's - Watertown,800 E Linmar Rd,Watertown,WI,53094-8506,(920) 699-4077,43.090488,-88.759985
McDonald's,McDonald's - Selma,2790 Floral Ave,Selma,CA,93662-2604,(559) 896-4483,36.576711,-119.626045
McDonald's,McDonald's - Hempstead,340 Peninsula Blvd,Hempstead,NY,11550,(516) 538-9880,40.704258,-73.625534
McDonald's,McDonald's - Maricopa,41710 W Maricopa Casa Grande Highway,Maricopa,AZ,85138,(520) 568-6714,33.037128,-112.014887
McDonald's,McDonald's - Harrisonville,2101 N Commercial St,Harrisonville,MO,64701-1248,(816) 380-6607,38.662598,-94.366379
McDonald's,McDonald's - Glendora,1835 Alosta Ave,Glendora,CA,91741,(626) 963-4781,34.129073,-117.830145
McDonald's,McDonald's - Saco,524 N Main,Saco,ME,4072,(207) 282-4247,43.510161,-70.434643
McDonald's,McDonald's - Kansas City,7530 State Ave,Kansas City,KS,66112,(913) 334-1400,39.116944,-94.754761
McDonald's,McDonald's - Shreveport,7000 Mansfield Rd,Shreveport,LA,71108-5202,(318) 603-2039,32.441507,-93.781798
McDonald's,McDonald's - East Boston,178 Border St,East Boston,MA,2128,(617) 567-9374,42.374458,-71.040253
McDonald's,McDonald's - Perrine,18295 S Dixie Hwy,Perrine,FL,33157,(305) 238-7129,25.600886,-80.352328
McDonald's,McDonald's - Fort Worth,2248 Jacksboro Hwy,Fort Worth,TX,76106,(817) 624-2976,32.785604,-97.381843
McDonald's,McDonald's - Bakersfield,6225 Colony St,Bakersfield,CA,93307,(661) 834-4420,35.298661,-119.028593
McDonald's,McDonald's - Oklahoma City,1501 Se 29th St,Oklahoma City,OK,73129,(405) 672-9785,35.435845,-97.485303
McDonald's,McDonald's - Kapolei,91-590 Farrington Hwy,Kapolei,HI,96707,(808) 674-0767,21.339842,-158.077026
McDonald's,McDonald's - White Pigeon,103 Us Hwy 131,White Pigeon,MI,49099,(269) 483-0042,41.796574,-85.661858
McDonald's,McDonald's - Troy,170 Hoosick Street,Troy,NY,12180,(518) 266-1215,42.738732,-73.675398
McDonald's,McDonald's - Broomfield,1250 E 1st Ave,Broomfield,CO,80020,(303) 635-8020,39.914764,-105.057226
McDonald's,McDonald's - Sharon,67 W State St,Sharon,PA,16146-1301,(724) 981-0109,41.232589,-80.510139
McDonald's,McDonald's - Houlton,110 North St,Houlton,ME,4730,(207) 532-9500,46.135654,-67.839902
McDonald's,McDonald's - Bartlesville,2441 Se Washington Blvd,Bartlesville,OK,74006,(918) 333-3232,36.7139,-95.935844
McDonald's,McDonald's - Bloomington,9529 Lyndale Avenue South,Bloomington,MN,55420-4213,(952) 881-8010,44.830379,-93.287878
McDonald's,McDonald's - Damariscotta,485 Main Street Rte 1,Damariscotta,ME,4543,(207) 563-8434,44.036902,-69.511216
McDonald's,McDonald's - Kapaa,4-0771 Kuhio Hwy,Kapaa,HI,96746,(808) 822-7290,22.061149,-159.321851
McDonald's,McDonald's - Fullerton,1341 S Brookhurst Rd,Fullerton,CA,92833-4459,(714) 870-0171,33.858345,-117.959671
McDonald's,McDonald's - Katy,6060 Fry Rd,Katy,TX,77449,(281) 861-8119,29.860692,-95.716435
McDonald's,McDonald's - Neosho,11971 Us-71 Alt,Neosho,MO,64850,(417) 451-2820,36.879593,-94.428909
McDonald's,McDonald's - New Orleans,2856 South Claiborne,New Orleans,LA,70125-3932,(504) 894-8691,29.941577,-90.095297
McDonald's,McDonald's - Lake Buena Vista,1596 W Buena Vista Dr,Lake Buena Vista,FL,32830,(407) 939-0875,28.348866,-81.576837
McDonald's,McDonald's - Johns Island,3575 Maybank Hwy,Johns Island,SC,29455,(843) 559-3932,32.720753,-80.080698
McDonald's,McDonald's - Mansfield,1250 N Holland Road,Mansfield,TX,76063,(817) 473-3752,32.580885,-97.075634
McDonald's,McDonald's - Atlanta,5330 Campbellton-Fairburn Road,Atlanta,GA,30213,(770) 774-2225,33.61277,-84.611539
McDonald's,McDonald's - Spring,155 Louetta Crossing,Spring,TX,77373,(281) 350-9927,30.064535,-95.43039
McDonald's,McDonald's - Dalton,3898 Cleveland Highway,Dalton,GA,30721,(706) 694-2393,34.893838,-84.946002
McDonald's,McDonald's - Holland,657 E 8th St,Holland,MI,49423-3064,(616) 392-7628,42.790853,-86.079004
McDonald's,McDonald's - Hillsboro,1504 Corsicana Hwy,Hillsboro,TX,76645-2720,(254) 582-5453,32.008483,-97.092346
McDonald's,McDonald's - Centerville,529 N 700 W,Centerville,UT,84014,(801) 295-3091,40.923413,-111.890047
McDonald's,McDonald's - Camilla,28 Us Hwy 19 South,Camilla,GA,31730,(229) 336-7444,31.2304,-84.19949
McDonald's,McDonald's - Breckenridge,3726 W Walker,Breckenridge,TX,76424,(254) 559-3313,32.75935,-98.944095
McDonald's,McDonald's - Mcminnville,225 Ne Norton Ln,Mcminnville,OR,97128,(503) 472-0606,45.201922,-123.167046
McDonald's,McDonald's - Wetumpka,5426 Us Hwy 231,Wetumpka,AL,36092-3139,(334) 567-7732,32.519585,-86.210031
McDonald's,McDonald's - Alsip,11850 South Pulaski Avenue,Alsip,IL,60803,(708) 389-4949,41.677105,-87.7202
McDonald's,McDonald's - Englewood,3601 S Federal,Englewood,CO,80110-3212,(303) 781-4097,39.651268,-105.026156
McDonald's,McDonald's - Rio Linda,400 Elkhorn Blvd,Rio Linda,CA,95673,(916) 992-1122,38.683386,-121.456217
McDonald's,McDonald's - Homer,3656 Ben Walters Ln,Homer,AK,99603-7702,(907) 235-5400,59.642583,-151.522907
McDonald's,McDonald's - Palm Beach Gardens,3805 N Lake Blvd,Palm Beach Gardens,FL,33406,(561) 626-8917,26.809221,-80.094413
McDonald's,McDonald's - College Park,5174 Riverdale Rd,College Park,GA,30349,(770) 909-6610,33.61418,-84.437404
McDonald's,McDonald's - Jasper,1493 W Church St,Jasper,GA,30143-9465,(706) 692-3553,34.465047,-84.455515
McDonald's,McDonald's - Crowley,464 E Main,Crowley,TX,76036,(817) 297-7092,32.578002,-97.353667
McDonald's,McDonald's - Downey,9250 Lakewood Blvd,Downey,CA,90240-2909,(562) 923-3686,33.954441,-118.113213
McDonald's,McDonald's - Salem,4706 Portland Rd Ne,Salem,OR,97305,(503) 304-9170,44.990122,-122.986901
McDonald's,McDonald's - Snow Hill,1033 Kingold Blvd,Snow Hill,NC,28580,(252) 747-7231,35.440747,-77.662968
McDonald's,McDonald's - Scottsdale,1516 N Hayden Rd,Scottsdale,AZ,85257,(480) 947-3946,33.465051,-111.909328
McDonald's,McDonald's - Tunica,1375 Highway 61 N,Tunica,MS,38676,(662) 357-0582,34.689865,-90.374923
McDonald's,McDonald's - Clarksville,1921 Madison Ext,Clarksville,TN,37040,(931) 552-3388,36.514892,-87.300482
McDonald's,McDonald's - Martin,12575 Main St,Martin,KY,41649,(606) 285-0723,37.562219,-82.762578
McDonald's,McDonald's - Hartselle,201 Hwy 31 S,Hartselle,AL,35640,(256) 773-7760,34.440949,-86.942206
McDonald's,McDonald's - Jupiter,181 N Us 1,Jupiter,FL,33458,(561) 746-2529,26.935504,-80.081092
McDonald's,McDonald's - West Palm Beach,828 S Military Trl,West Palm Beach,FL,33406,(561) 683-7592,26.665319,-80.112026
McDonald's,McDonald's - Daly City,2450 Junipero Serra Blvd,Daly City,CA,94015-1632,(650) 756-6300,37.692028,-122.471275
McDonald's,McDonald's - Paterson,835 Market St,Paterson,NJ,7513,(973) 345-8830,40.905056,-74.145996
McDonald's,McDonald's - Dyersburg,2496 Lake Rd,Dyersburg,TN,38024-1604,(731) 285-1598,36.061347,-89.394863
McDonald's,McDonald's - Las Vegas,Blue Diamond And Valley View,Las Vegas,NV,89139,(702) 431-1655,36.039296,-115.191449
McDonald's,McDonald's - Newland,461 Pineola Street,Newland,NC,28657,(828) 733-0032,36.084221,-81.928129
McDonald's,McDonald's - New Lisbon,1701 East Bridge Street,New Lisbon,WI,53950,(608) 562-3479,43.884834,-90.143692
McDonald's,McDonald's - Cookeville,515 S Willow Ave,Cookeville,TN,38501,(931) 528-0170,36.154155,-85.515202
McDonald's,McDonald's - Union,2404 Us 22,Union,NJ,7083,(908) 688-9066,40.689709,-74.295113
McDonald's,McDonald's - Federal Heights,9190 North Federal Blvd,Federal Heights,CO,80221-5835,(303) 426-1535,39.86314,-105.024602
McDonald's,McDonald's - Butler,221 East Pushmataha Street,Butler,AL,36904,(205) 459-3399,32.090195,-88.219458
McDonald's,McDonald's - Ada,132 South Main Street,Ada,OH,45810,(419) 634-9540,40.769686,-83.82283
McDonald's,McDonald's - Hollywood,1413 North Vine,Hollywood,CA,90028,(323) 461-0863,34.096661,-118.327095
McDonald's,McDonald's - East Hartford,1261 Burnside Ave,East Hartford,CT,6108,(860) 528-7380,41.783343,-72.584642
McDonald's,McDonald's - Zachary,5240 Main St,Zachary,LA,70791-3952,(225) 654-7903,30.647312,-91.148763
McDonald's,McDonald's - Riverside,2905 Van Buren Blvd,Riverside,CA,92503-5650,(951) 354-0151,33.908478,-117.436272
McDonald's,McDonald's - South Euclid,4500 Mayfield Rd,South Euclid,OH,44121-4017,(216) 382-0814,41.51941,-81.517962
McDonald's,McDonald's - Flint,1510 Stewart,Flint,MI,48505-3600,(810) 235-3740,43.0536,-83.672421
McDonald's,McDonald's - Glendale,18551 N 83rd Ave  Walmart #3241,Glendale,AZ,85308,(623) 572-4226,33.650547,-112.234086
McDonald's,McDonald's - Orlando,830 S Orange Blossom Trail,Orlando,FL,32805,(407) 648-1846,28.531839,-81.397699
McDonald's,McDonald's - Beloit,45 State St,Beloit,WI,53511-6233,(608) 362-3900,42.496523,-89.035639
McDonald's,McDonald's - Mcdonough,I 75 At Rt 20 & 81,Mcdonough,GA,30253,(770) 957-2371,33.428516,-84.179184
McDonald's,McDonald's - Medford,1710 Route 112,Medford,NY,11763,(631) 289-2888,40.799213,-73.006027
McDonald's,McDonald's - Nicholasville,100 Imperial Hwy,Nicholasville,KY,40356-2502,(859) 885-4100,37.89751,-84.566505
McDonald's,McDonald's - Fort Wayne,9827 Lima Road,Fort Wayne,IN,46818,(260) 489-4205,41.173602,-85.166687
McDonald's,McDonald's - Fort Worth,4405 Sw Loop 820,Fort Worth,TX,76132,(817) 292-5663,32.67944,-97.392618
McDonald's,McDonald's - Houston,13484 Nw Fwy,Houston,TX,77040,(713) 895-7640,29.853925,-95.509091
McDonald's,McDonald's - Mcdonough,801 Hwy 81 E,Mcdonough,GA,30252,(678) 583-6757,33.439655,-84.121654
McDonald's,McDonald's - Milton,1067 East Main St,Milton,WV,25541,(304) 743-0056,38.433576,-82.123223
McDonald's,McDonald's - San Diego,2345 El Cajon Blvd,San Diego,CA,92104-1105,(619) 299-3078,32.754825,-117.13924
McDonald's,McDonald's - Lincoln City,4060 N Hwy 101,Lincoln City,OR,97367,(541) 994-4838,44.995131,-124.004716
McDonald's,McDonald's - Columbus,8555 Orion Pl,Columbus,OH,43240,(614) 847-4489,40.14149,-82.966085
McDonald's,McDonald's - Ephrata,854 Emain Street,Ephrata,PA,17522,(717) 721-6404,40.165105,-76.156964
McDonald's,McDonald's - San Luis,566 N Main St,San Luis,AZ,85349,(928) 627-1207,32.488147,-114.782616
McDonald's,McDonald's - Carrollton,1001 N Us Hwy 65,Carrollton,MO,64633,(660) 542-0966,39.370245,-93.485322
McDonald's,McDonald's - Memphis,1861 S 3rd,Memphis,TN,38109,(901) 774-3339,35.096647,-90.056318
McDonald's,McDonald's - Cudahy,8029 Atlantic Ave,Cudahy,CA,90201,(323) 560-1660,33.961299,-118.186255
McDonald's,McDonald's - Hudson,2411 Crest View Dr,Hudson,WI,54016-9498,(715) 381-1551,44.961536,-92.722217
McDonald's,McDonald's - Opelika,1104 Columbus Pky,Opelika,AL,36801,(334) 749-5648,32.644209,-85.349886
McDonald's,McDonald's - Baytown,8910 Hwy 146,Baytown,TX,77520,(281) 576-5977,29.823495,-94.897822
McDonald's,McDonald's - Vero Beach,9080 20th Street,Vero Beach,FL,32966,(772) 563-2555,27.639883,-80.513949
McDonald's,McDonald's - Riverton,813 N Federal Blvd,Riverton,WY,82501,(307) 856-5068,43.032001,-108.379929
McDonald's,McDonald's - Greenville,906 N Lafayette,Greenville,MI,48838-1130,(616) 754-7534,43.189743,-85.252618
McDonald's,McDonald's - Jacksonville,312 Pelham Rd N,Jacksonville,AL,36265,(256) 435-1354,33.816242,-85.761979
McDonald's,McDonald's - Colonial Heights,411 S Park Cir,Colonial Heights,VA,23834,(804) 526-8847,37.256556,-77.39429
McDonald's,McDonald's - Beverly,230 Elliott St,Beverly,MA,1915,(978) 969-1004,42.555943,-70.887718
McDonald's,McDonald's - Hart,4256 W Polk Rd,Hart,MI,49420,(231) 873-8786,43.689404,-86.384406
McDonald's,McDonald's - Barre,1332 Us Rte 302,Barre,VT,5641,(802) 479-9757,44.227485,-72.551554
McDonald's,McDonald's - Sunnyvale,550 Lawrence Expy,Sunnyvale,CA,94086-4043,(408) 733-2730,37.385469,-121.995384
McDonald's,McDonald's - Las Vegas,8635 W Spring Mountain,Las Vegas,NV,89146,(702) 804-6333,36.125491,-115.279707
McDonald's,McDonald's - Rosemount,15035 Canada Ave,Rosemount,MN,55068-1758,(651) 423-1030,44.731148,-93.132095
McDonald's,McDonald's - North Miami,11899 Nw 7th Avenue,North Miami,FL,33168,(305) 953-0612,25.883409,-80.209982
McDonald's,McDonald's - Murray,5875 S State St,Murray,UT,84107-6134,(801) 266-2401,40.643811,-111.888364
McDonald's,McDonald's - Nogales,252 W Crawford St,Nogales,AZ,85621-3208,(520) 287-9248,31.335263,-110.942771
McDonald's,McDonald's - Woodbury,1759 Weir Dr,Woodbury,MN,55125-2242,(651) 739-2838,44.924679,-92.971924
McDonald's,McDonald's - Cornelia,Ushy 441 & Level Grove Rd,Cornelia,GA,30531,(706) 778-7002,34.511589,-83.545601
McDonald's,McDonald's - Pleasanton,3001 Bernal Avenue,Pleasanton,CA,94566,(925) 249-0620,37.669865,-121.858222
McDonald's,McDonald's - Dallas,8333 S Lancaster Rd,Dallas,TX,75241,(972) 224-4021,32.646125,-96.781219
McDonald's,McDonald's - Humble,152 W 1st St,Humble,TX,77338-3622,(281) 446-2018,30.002752,-95.26795
McDonald's,McDonald's - Dallas,3520 Storey Ln,Dallas,TX,75220,(214) 350-8620,32.865263,-96.864051
McDonald's,McDonald's - Philadelphia,3100 W Allegheny Ave,Philadelphia,PA,19132,(215) 221-1035,40.004814,-75.179781
McDonald's,McDonald's - Waianae,87-2028 Farrington Highway,Waianae,HI,96792,(808) 668-4700,21.387552,-158.151428
McDonald's,McDonald's - Greer,103 Hammett Bridge Rd,Greer,SC,29650,(864) 879-0607,34.91449,-82.237768
McDonald's,McDonald's - Arlington Heights,1920 N Arlington Heights Rd,Arlington Heights,IL,60004-3107,(847) 394-8676,42.111584,-87.981093
McDonald's,McDonald's - Eau Claire,6251 Truax Ln,Eau Claire,WI,54703-9641,(715) 874-6771,44.842696,-91.595457
McDonald's,McDonald's - Morris,1124 Atlantic Ave Po Box 469,Morris,MN,56267,(320) 589-3239,45.591782,-95.918913
McDonald's,McDonald's - Duluth,2105 London Rd,Duluth,MN,55812-2128,(218) 728-2091,46.80517,-92.068879
McDonald's,McDonald's - Columbus,2525 Airport Thruway,Columbus,GA,31904,(706) 324-2525,32.519709,-84.955595
McDonald's,McDonald's - Kansas City,4215 Rainbow Boulevard,Kansas City,KS,66103-3112,(913) 677-3220,39.050611,-94.611578
McDonald's,McDonald's - Wise,106 Woodland Dr,Wise,VA,24293,(276) 328-2829,36.968686,-82.594043
McDonald's,McDonald's - Ontario,1476 Sw 4th Ave,Ontario,OR,97914,(541) 881-8787,44.024536,-116.986489
McDonald's,McDonald's - Wilson,4816 Ward Blvd,Wilson,NC,27893,(252) 291-3344,35.722054,-77.89261
McDonald's,McDonald's - Rockwall,3066 N Goliad Street,Rockwall,TX,75087,(214) 771-3850,32.96369,-96.464144
McDonald's,McDonald's - Conroe,1200 League Line Rd,Conroe,TX,77303,(936) 856-7716,30.36727,-95.483788
McDonald's,McDonald's - Wolf Point,303 Hwy 2 W,Wolf Point,MT,59201,(406) 653-1788,48.093997,-105.640918
McDonald's,McDonald's - Wichita,545 N Hillside,Wichita,KS,67214,(316) 686-4575,37.694987,-97.299505
McDonald's,McDonald's - Roseville,1151 Galleria Blvd,Roseville,CA,95678,(916) 784-1136,38.773575,-121.269289
McDonald's,McDonald's - Greensboro,4102 Fernhurst Way,Greensboro,NC,27406,(336) 333-2618,36.003054,-79.791286
McDonald's,McDonald's - Berlin,295 Broadway Street,Berlin,WI,54923-1703,(920) 361-3144,43.968786,-88.955227
McDonald's,McDonald's - Lakewood,4910 Lakewood Blvd,Lakewood,CA,90712,(562) 531-0478,33.847781,-118.142104
McDonald's,McDonald's - Liberty,918 S 291 Hwy,Liberty,MO,64068,(816) 792-1122,39.236915,-94.433457
McDonald's,McDonald's - Lufkin,1118 S Timberland Dr,Lufkin,TX,75901-4726,(936) 634-7800,31.325273,-94.726592
McDonald's,McDonald's - Kansas City,5353 Nw 64th St,Kansas City,MO,64151-2452,(816) 587-6266,39.209964,-94.642091
McDonald's,McDonald's - Sedalia,3101 W Broadway,Sedalia,MO,65301-2116,(660) 827-6411,38.708142,-93.265459
McDonald's,McDonald's - Somerville,16630 Us Highway 64,Somerville,TN,38068,(901) 465-3762,35.243267,-89.351709
McDonald's,McDonald's - Edinburg,202 W Monte Cristo Rd,Edinburg,TX,78541,(956) 383-0698,26.33685,-98.157317
McDonald's,McDonald's - Windsor,1061 Main Street,Windsor,CO,80550,(970) 686-2975,40.479425,-104.915856
McDonald's,McDonald's - Frankfort,310 Versailles Rd,Frankfort,KY,40601-3634,(502) 695-3519,38.19804,-84.830089
McDonald's,McDonald's - Livonia,11800 Middlebelt Rd,Livonia,MI,48154,(734) 458-3990,42.37188,-83.332458
McDonald's,McDonald's - Lawrenceville,2608 West Haven Road,Lawrenceville,IL,62439,(618) 943-2800,38.726941,-87.700372
McDonald's,McDonald's - Fairhope,111 Greeno Rd N,Fairhope,AL,36532,(251) 990-8833,30.526061,-87.886817
McDonald's,McDonald's - Baltimore,3619 Wilkins Ave,Baltimore,MD,21229,(410) 368-6664,39.270342,-76.680767
McDonald's,McDonald's - Miami,8651 Nw 13th Terrace,Miami,FL,33126,(305) 592-8220,25.787029,-80.335287
McDonald's,McDonald's - Chalfont,4272 County Line Rd,Chalfont,PA,18914,(215) 997-2159,40.265876,-75.226722
McDonald's,McDonald's - Baltimore,6650 Security Boulevard,Baltimore,MD,21207,(410) 277-8572,39.312452,-76.737698
McDonald's,McDonald's - Mt. Airy,1706 Ridgeside Drive,Mt. Airy,MD,21771,(301) 829-5718,39.363313,-77.164599
